id,ship_type,date,lon,lat
1072,TIE Fighter,2019-04-25 12:00:00,-19.9288655,27.531616
1073,TIE bomber,2019-04-25 12:00:00,-19.9280265,27.530482
1074,TIE Fighter,2019-04-25 12:00:00,-19.9260085,27.53027
1075,TIE bomber,2019-04-25 12:00:00,-19.9270945,27.528806
1076,TIE bomber,2019-04-25 12:00:00,-19.9259095,27.527898
1077,TIE bomber,2019-04-25 12:00:00,-19.9273775,27.527469
1078,TIE bomber,2019-04-25 12:00:00,-19.9261875,27.526586
1079,Imperial SpaceShuttle,2019-04-25 12:00:00,-19.9228225,27.522274
1080,TIE Fighter,2019-04-25 12:00:00,-19.9163295,27.520917
1081,TIE Fighter,2019-04-25 12:00:00,-19.9156005,27.520853
1082,TIE Fighter,2019-04-25 12:00:00,-19.9209135,27.519853
1083,TIE Fighter,2019-04-25 12:00:00,-19.9178785,27.519296
1084,Imperial SpaceShuttle,2019-04-25 12:00:00,-19.9191885,27.518216
1085,TIE Fighter,2019-04-25 12:00:00,-19.9188585,27.517459
1086,TIE Fighter,2019-04-25 12:00:00,-19.9149065,27.51663
1087,TIE Fighter,2019-04-25 12:00:00,-19.9152745,27.517199
1088,TIE Fighter,2019-04-25 12:00:00,-19.9181395,27.516522
1089,TIE Fighter,2019-04-25 12:00:00,-19.9171375,27.51616
1090,TIE Fighter,2019-04-27 12:00:00,-19.9483365,27.557945
1091,Imperial SpaceShuttle,2019-04-27 12:00:00,-19.9491645,27.555725
1092,TIE Fighter,2019-04-27 12:00:00,-19.9503135,27.552949
1093,TIE Fighter,2019-04-27 12:00:00,-19.9510565,27.552846
1094,TIE Fighter,2019-04-27 12:00:00,-19.9458865,27.552164
1095,TIE Fighter,2019-04-27 12:00:00,-19.9509075,27.551944
1096,TIE Fighter,2019-04-27 12:00:00,-19.9501445,27.552055
1097,TIE Fighter,2019-04-27 12:00:00,-19.9489465,27.551059
1098,Civilian Star Shuttle,2019-04-27 12:00:00,-19.9353525,27.548828
1099,TIE Fighter,2019-04-27 12:00:00,-19.9478125,27.548694
1100,Imperial SpaceShuttle,2019-04-27 12:00:00,-19.9491245,27.547041
1101,Imperial SpaceShuttle,2019-04-27 12:00:00,-19.9456985,27.546886
1102,Imperial SpaceShuttle,2019-04-27 12:00:00,-19.9374225,27.543349
1103,TIE bomber,2019-04-27 12:00:00,-19.9317055,27.534416
1104,Imperial SpaceShuttle,2019-04-27 12:00:00,-19.9332395,27.534324
1105,Imperial SpaceShuttle,2019-04-27 12:00:00,-19.9324865,27.53317
1106,TIE bomber,2019-04-27 12:00:00,-19.9309775,27.532918
1107,Imperial SpaceShuttle,2019-04-27 12:00:00,-19.9284275,27.532808
1108,Imperial SpaceShuttle,2019-04-27 12:00:00,-19.9274255,27.531777
1109,TIE Fighter,2019-04-27 12:00:00,-19.9288765,27.531605
1110,TIE bomber,2019-04-27 12:00:00,-19.9280405,27.530469
1111,TIE Fighter,2019-04-27 12:00:00,-19.9259885,27.53028
1112,TIE bomber,2019-04-27 12:00:00,-19.9271075,27.528796
1113,TIE bomber,2019-04-27 12:00:00,-19.9259305,27.527885
1114,TIE bomber,2019-04-27 12:00:00,-19.9273825,27.527456
1115,TIE bomber,2019-04-27 12:00:00,-19.9261935,27.526587
1116,Imperial SpaceShuttle,2019-04-27 12:00:00,-19.9228025,27.522283
1117,TIE Fighter,2019-04-27 12:00:00,-19.9156045,27.520849
1118,TIE Fighter,2019-04-27 12:00:00,-19.9163395,27.52091
1119,TIE Fighter,2019-04-27 12:00:00,-19.9209045,27.519852
1120,TIE Fighter,2019-04-27 12:00:00,-19.9178705,27.519292
1121,TIE Fighter,2019-04-27 12:00:00,-19.9188655,27.517447
1122,TIE Fighter,2019-04-27 12:00:00,-19.9148915,27.51663
1123,TIE Fighter,2019-04-27 12:00:00,-19.9152645,27.517205
1124,TIE Fighter,2019-04-27 12:00:00,-19.9181465,27.516514
1125,TIE Fighter,2019-04-27 12:00:00,-19.9182785,27.516702
1126,TIE Fighter,2019-04-27 12:00:00,-19.9154625,27.516338
1127,TIE Fighter,2019-04-27 12:00:00,-19.9171345,27.51616
1128,TIE Fighter,2019-04-27 12:00:00,-19.9167905,27.515764
1129,TIE Fighter,2019-04-27 12:00:00,-19.9405905,27.543775
1130,TIE Fighter,2019-05-04 12:00:00,-19.9503085,27.552944
1131,TIE Fighter,2019-05-04 12:00:00,-19.9260095,27.530268
1132,TIE bomber,2019-05-04 12:00:00,-19.9270985,27.528804
1133,TIE Fighter,2019-05-04 12:00:00,-19.9182615,27.516719
1134,TIE Fighter,2019-05-04 12:00:00,-19.9483185,27.55796
1135,Imperial SpaceShuttle,2019-05-04 12:00:00,-19.9491465,27.55574
1136,TIE Fighter,2019-05-04 12:00:00,-19.9510605,27.55284
1137,TIE Fighter,2019-05-04 12:00:00,-19.9458825,27.552165
1138,TIE Fighter,2019-05-04 12:00:00,-19.9501365,27.552063
1139,TIE Fighter,2019-05-04 12:00:00,-19.9509065,27.55195
1140,TIE Fighter,2019-05-04 12:00:00,-19.9489465,27.551057
1141,Imperial SpaceShuttle,2019-05-04 12:00:00,-19.9452715,27.549922
1142,Civilian Star Shuttle,2019-05-04 12:00:00,-19.9353575,27.54882
1143,TIE Fighter,2019-05-04 12:00:00,-19.9478175,27.54869
1144,Imperial SpaceShuttle,2019-05-04 12:00:00,-19.9491095,27.547078
1145,Imperial SpaceShuttle,2019-05-04 12:00:00,-19.9456935,27.546896
1146,Imperial SpaceShuttle,2019-05-04 12:00:00,-19.9373995,27.54338
1147,TIE bomber,2019-05-04 12:00:00,-19.9317005,27.534423
1148,Imperial SpaceShuttle,2019-05-04 12:00:00,-19.9332125,27.534336
1149,Imperial SpaceShuttle,2019-05-04 12:00:00,-19.9324695,27.533179
1150,TIE bomber,2019-05-04 12:00:00,-19.9309625,27.532928
1151,Imperial SpaceShuttle,2019-05-04 12:00:00,-19.9284175,27.532814
1152,Imperial SpaceShuttle,2019-05-04 12:00:00,-19.9274125,27.531787
1153,TIE Fighter,2019-05-04 12:00:00,-19.9288645,27.53162
1154,TIE bomber,2019-05-04 12:00:00,-19.9280255,27.53049
1155,TIE bomber,2019-05-04 12:00:00,-19.9259035,27.527903
1156,TIE bomber,2019-05-04 12:00:00,-19.9273885,27.527467
1157,TIE bomber,2019-05-04 12:00:00,-19.9261905,27.52659
1158,Imperial SpaceShuttle,2019-05-04 12:00:00,-19.9228205,27.522269
1159,TIE Fighter,2019-05-04 12:00:00,-19.9163265,27.520921
1160,TIE Fighter,2019-05-04 12:00:00,-19.9155965,27.520857
1161,TIE Fighter,2019-05-04 12:00:00,-19.9209085,27.519851
1162,TIE Fighter,2019-05-04 12:00:00,-19.9178765,27.519289
1163,Imperial SpaceShuttle,2019-05-04 12:00:00,-19.9191825,27.51824
1164,TIE Fighter,2019-05-04 12:00:00,-19.9188515,27.517463
1165,TIE Fighter,2019-05-04 12:00:00,-19.9152715,27.517199
1166,TIE Fighter,2019-05-04 12:00:00,-19.9149035,27.516626
1167,TIE Fighter,2019-05-04 12:00:00,-19.9181335,27.516532
1168,TIE Fighter,2019-05-04 12:00:00,-19.9154615,27.516337
1169,TIE Fighter,2019-05-04 12:00:00,-19.9171365,27.516161
1170,TIE bomber,2019-05-08 12:00:00,-19.9316955,27.534425
1171,Imperial SpaceShuttle,2019-05-08 12:00:00,-19.9332205,27.534337
1172,TIE Fighter,2019-05-08 12:00:00,-19.9163265,27.520919
1173,TIE Fighter,2019-05-08 12:00:00,-19.9483265,27.557963
1174,Imperial SpaceShuttle,2019-05-08 12:00:00,-19.9491525,27.55574
1175,TIE Fighter,2019-05-08 12:00:00,-19.9503145,27.552944
1176,TIE Fighter,2019-05-08 12:00:00,-19.9510605,27.552839
1177,TIE Fighter,2019-05-08 12:00:00,-19.9458895,27.552167
1178,TIE Fighter,2019-05-08 12:00:00,-19.9501385,27.552064
1179,TIE Fighter,2019-05-08 12:00:00,-19.9509005,27.551949
1180,TIE Fighter,2019-05-08 12:00:00,-19.9489485,27.551056
1181,Imperial SpaceShuttle,2019-05-08 12:00:00,-19.9452805,27.54992
1182,Civilian Star Shuttle,2019-05-08 12:00:00,-19.9353605,27.548826
1183,TIE Fighter,2019-05-08 12:00:00,-19.9478155,27.548689
1184,Imperial SpaceShuttle,2019-05-08 12:00:00,-19.9491155,27.547076
1185,Imperial SpaceShuttle,2019-05-08 12:00:00,-19.9456955,27.546894
1186,Civilian Star Shuttle,2019-05-08 12:00:00,-19.9405525,27.543883
1187,Civilian Star Shuttle,2019-05-08 12:00:00,-19.9405845,27.543812
1188,Imperial SpaceShuttle,2019-05-08 12:00:00,-19.9374145,27.543377
1189,Imperial SpaceShuttle,2019-05-08 12:00:00,-19.9324785,27.533179
1190,TIE bomber,2019-05-08 12:00:00,-19.9309685,27.532922
1191,Imperial SpaceShuttle,2019-05-08 12:00:00,-19.9284195,27.532811
1192,Imperial SpaceShuttle,2019-05-08 12:00:00,-19.9274145,27.531785
1193,TIE Fighter,2019-05-08 12:00:00,-19.9288685,27.53162
1194,TIE bomber,2019-05-08 12:00:00,-19.9280305,27.530486
1195,TIE Fighter,2019-05-08 12:00:00,-19.9260015,27.53027
1196,TIE bomber,2019-05-08 12:00:00,-19.9270975,27.528809
1197,TIE bomber,2019-05-08 12:00:00,-19.9259095,27.5279
1198,TIE bomber,2019-05-08 12:00:00,-19.9273755,27.527468
1199,TIE bomber,2019-05-08 12:00:00,-19.9261855,27.526588
1200,Imperial SpaceShuttle,2019-05-08 12:00:00,-19.9228195,27.522267
1201,TIE Fighter,2019-05-08 12:00:00,-19.9155995,27.520856
1202,TIE Fighter,2019-05-08 12:00:00,-19.9209055,27.519848
1203,TIE Fighter,2019-05-08 12:00:00,-19.9178755,27.519297
1204,Imperial SpaceShuttle,2019-05-08 12:00:00,-19.9191975,27.518236
1205,TIE Fighter,2019-05-08 12:00:00,-19.9188575,27.517465
1206,TIE Fighter,2019-05-08 12:00:00,-19.9152715,27.517199
1207,TIE Fighter,2019-05-08 12:00:00,-19.9149025,27.516627
1208,TIE Fighter,2019-05-08 12:00:00,-19.9182715,27.516719
1209,TIE Fighter,2019-05-08 12:00:00,-19.9181405,27.516531
1210,TIE Fighter,2019-05-08 12:00:00,-19.9154615,27.51634
1211,TIE Fighter,2019-05-08 12:00:00,-19.9171385,27.51616
1212,TIE Fighter,2019-05-10 12:00:00,-19.9489465,27.55106
1213,Civilian Star Shuttle,2019-05-10 12:00:00,-19.9353565,27.548823
1214,TIE Fighter,2019-05-10 12:00:00,-19.9259945,27.530263
1215,TIE Fighter,2019-05-10 12:00:00,-19.9483285,27.557971
1216,Imperial SpaceShuttle,2019-05-10 12:00:00,-19.9491675,27.555753
1217,TIE Fighter,2019-05-10 12:00:00,-19.9503145,27.552947
1218,TIE Fighter,2019-05-10 12:00:00,-19.9510565,27.55284
1219,TIE Fighter,2019-05-10 12:00:00,-19.9458855,27.552172
1220,TIE Fighter,2019-05-10 12:00:00,-19.9501435,27.552069
1221,TIE Fighter,2019-05-10 12:00:00,-19.9509025,27.551951
1222,TIE Fighter,2019-05-10 12:00:00,-19.9478055,27.548684
1223,Imperial SpaceShuttle,2019-05-10 12:00:00,-19.9491195,27.547104
1224,Imperial SpaceShuttle,2019-05-10 12:00:00,-19.9456975,27.546903
1225,Imperial SpaceShuttle,2019-05-10 12:00:00,-19.9374215,27.543396
1226,TIE bomber,2019-05-10 12:00:00,-19.9317055,27.534421
1227,Imperial SpaceShuttle,2019-05-10 12:00:00,-19.9332315,27.534343
1228,Imperial SpaceShuttle,2019-05-10 12:00:00,-19.9324805,27.533178
1229,TIE bomber,2019-05-10 12:00:00,-19.9309695,27.532926
1230,Imperial SpaceShuttle,2019-05-10 12:00:00,-19.9284215,27.532817
1231,Imperial SpaceShuttle,2019-05-10 12:00:00,-19.9274205,27.531793
1232,TIE Fighter,2019-05-10 12:00:00,-19.9288755,27.53163
1233,TIE bomber,2019-05-10 12:00:00,-19.9280515,27.530491
1234,TIE bomber,2019-05-10 12:00:00,-19.9271025,27.528811
1235,TIE bomber,2019-05-10 12:00:00,-19.9259135,27.527914
1236,TIE bomber,2019-05-10 12:00:00,-19.9273845,27.52747
1237,TIE bomber,2019-05-10 12:00:00,-19.9261825,27.52659
1238,Imperial SpaceShuttle,2019-05-10 12:00:00,-19.9228085,27.522258
1239,TIE Fighter,2019-05-10 12:00:00,-19.9163355,27.520934
1240,TIE Fighter,2019-05-10 12:00:00,-19.9156025,27.52086
1241,TIE Fighter,2019-05-10 12:00:00,-19.9209025,27.519844
1242,TIE Fighter,2019-05-10 12:00:00,-19.9178645,27.51929
1243,Imperial SpaceShuttle,2019-05-10 12:00:00,-19.9192225,27.518279
1244,TIE Fighter,2019-05-10 12:00:00,-19.9188595,27.517474
1245,TIE Fighter,2019-05-10 12:00:00,-19.9152665,27.517193
1246,TIE Fighter,2019-05-10 12:00:00,-19.9148965,27.516618
1247,TIE Fighter,2019-05-10 12:00:00,-19.9182765,27.516729
1248,TIE Fighter,2019-05-10 12:00:00,-19.9181475,27.516542
1249,TIE Fighter,2019-05-10 12:00:00,-19.9154585,27.516339
1250,TIE Fighter,2019-05-10 12:00:00,-19.9171415,27.516162
1251,Imperial SpaceShuttle,2019-06-03 12:00:00,-19.9284225,27.532811
1252,Imperial SpaceShuttle,2019-06-03 12:00:00,-19.9274205,27.531781
1253,Civilian Star Shuttle,2019-06-03 12:00:00,-19.9192405,27.518201
1254,TIE Fighter,2019-06-03 12:00:00,-19.9148945,27.516628
1255,TIE Fighter,2019-06-03 12:00:00,-19.9154625,27.516333
1256,TIE Fighter,2019-06-03 12:00:00,-19.9171335,27.516157
1257,TIE Fighter,2019-06-03 12:00:00,-19.9483385,27.557949
1258,Imperial SpaceShuttle,2019-06-03 12:00:00,-19.9491695,27.555728
1259,TIE Fighter,2019-06-03 12:00:00,-19.9503135,27.552948
1260,TIE Fighter,2019-06-03 12:00:00,-19.9510545,27.55284
1261,TIE Fighter,2019-06-03 12:00:00,-19.9458875,27.552162
1262,TIE Fighter,2019-06-03 12:00:00,-19.9501435,27.552063
1263,TIE Fighter,2019-06-03 12:00:00,-19.9509055,27.551946
1264,TIE Fighter,2019-06-03 12:00:00,-19.9489505,27.551056
1265,Imperial SpaceShuttle,2019-06-03 12:00:00,-19.9452995,27.54991
1266,Civilian Star Shuttle,2019-06-03 12:00:00,-19.9353595,27.548824
1267,TIE Fighter,2019-06-03 12:00:00,-19.9478105,27.548691
1268,Imperial SpaceShuttle,2019-06-03 12:00:00,-19.9491285,27.547052
1269,Imperial SpaceShuttle,2019-06-03 12:00:00,-19.9457025,27.546891
1270,Imperial SpaceShuttle,2019-06-03 12:00:00,-19.9374325,27.543359
1271,TIE bomber,2019-06-03 12:00:00,-19.9317085,27.534415
1272,Imperial SpaceShuttle,2019-06-03 12:00:00,-19.9332345,27.534325
1273,Imperial SpaceShuttle,2019-06-03 12:00:00,-19.9324965,27.533169
1274,TIE bomber,2019-06-03 12:00:00,-19.9309765,27.532918
1275,TIE Fighter,2019-06-03 12:00:00,-19.9288775,27.531613
1276,TIE bomber,2019-06-03 12:00:00,-19.9280345,27.530478
1277,TIE Fighter,2019-06-03 12:00:00,-19.9259915,27.530273
1278,TIE bomber,2019-06-03 12:00:00,-19.9271005,27.528797
1279,TIE bomber,2019-06-03 12:00:00,-19.9259175,27.527889
1280,TIE bomber,2019-06-03 12:00:00,-19.9273775,27.52746
1281,TIE bomber,2019-06-03 12:00:00,-19.9261865,27.526586
1282,Imperial SpaceShuttle,2019-06-03 12:00:00,-19.9228105,27.522275
1283,TIE Fighter,2019-06-03 12:00:00,-19.9163385,27.52091
1284,TIE Fighter,2019-06-03 12:00:00,-19.9156075,27.520849
1285,TIE Fighter,2019-06-03 12:00:00,-19.9209025,27.519847
1286,TIE Fighter,2019-06-03 12:00:00,-19.9178715,27.519292
1287,TIE Fighter,2019-06-03 12:00:00,-19.9188655,27.517449
1288,TIE Fighter,2019-06-03 12:00:00,-19.9152665,27.517202
1289,TIE Fighter,2019-06-03 12:00:00,-19.9182805,27.516711
1290,TIE Fighter,2019-06-03 12:00:00,-19.9181475,27.516517
1291,TIE Fighter,2019-06-10 12:00:00,-19.9483255,27.55797
1292,Imperial SpaceShuttle,2019-06-10 12:00:00,-19.9491585,27.555754
1293,TIE bomber,2019-06-10 12:00:00,-19.9317005,27.534422
1294,TIE Fighter,2019-06-10 12:00:00,-19.9152675,27.51719
1295,TIE Fighter,2019-06-10 12:00:00,-19.9148975,27.516614
1296,TIE Fighter,2019-06-10 12:00:00,-19.9503125,27.55295
1297,TIE Fighter,2019-06-10 12:00:00,-19.9510555,27.552837
1298,TIE Fighter,2019-06-10 12:00:00,-19.9458845,27.55217
1299,TIE Fighter,2019-06-10 12:00:00,-19.9501405,27.552074
1300,TIE Fighter,2019-06-10 12:00:00,-19.9509015,27.551955
1301,TIE Fighter,2019-06-10 12:00:00,-19.9489455,27.55106
1302,Imperial SpaceShuttle,2019-06-10 12:00:00,-19.9452825,27.549944
1303,Civilian Star Shuttle,2019-06-10 12:00:00,-19.9353555,27.548823
1304,TIE Fighter,2019-06-10 12:00:00,-19.9478115,27.548684
1305,Imperial SpaceShuttle,2019-06-10 12:00:00,-19.9491165,27.547107
1306,Imperial SpaceShuttle,2019-06-10 12:00:00,-19.9456945,27.546905
1307,Imperial SpaceShuttle,2019-06-10 12:00:00,-19.9374185,27.543399
1308,Imperial SpaceShuttle,2019-06-10 12:00:00,-19.9332235,27.534346
1309,Imperial SpaceShuttle,2019-06-10 12:00:00,-19.9324775,27.53318
1310,TIE bomber,2019-06-10 12:00:00,-19.9309625,27.53293
1311,Imperial SpaceShuttle,2019-06-10 12:00:00,-19.9284175,27.532819
1312,Imperial SpaceShuttle,2019-06-10 12:00:00,-19.9274145,27.531793
1313,TIE Fighter,2019-06-10 12:00:00,-19.9288715,27.531631
1314,TIE bomber,2019-06-10 12:00:00,-19.9280405,27.530499
1315,TIE Fighter,2019-06-10 12:00:00,-19.9259975,27.530257
1316,TIE bomber,2019-06-10 12:00:00,-19.9270965,27.52881
1317,TIE bomber,2019-06-10 12:00:00,-19.9259125,27.52792
1318,TIE bomber,2019-06-10 12:00:00,-19.9273825,27.527473
1319,TIE bomber,2019-06-10 12:00:00,-19.9261865,27.526587
1320,Imperial SpaceShuttle,2019-06-10 12:00:00,-19.9228125,27.522258
1321,TIE Fighter,2019-06-10 12:00:00,-19.9163345,27.520931
1322,TIE Fighter,2019-06-10 12:00:00,-19.9155995,27.520862
1323,TIE Fighter,2019-06-10 12:00:00,-19.9209055,27.519839
1324,TIE Fighter,2019-06-10 12:00:00,-19.9178715,27.519285
1325,Imperial SpaceShuttle,2019-06-10 12:00:00,-19.9192085,27.51828
1326,TIE Fighter,2019-06-10 12:00:00,-19.9188585,27.517469
1327,TIE Fighter,2019-06-10 12:00:00,-19.9182735,27.516726
1328,TIE Fighter,2019-06-10 12:00:00,-19.9181465,27.51654
1329,TIE Fighter,2019-06-10 12:00:00,-19.9154615,27.516334
1330,TIE Fighter,2019-06-10 12:00:00,-19.9171425,27.516156
1331,Imperial SpaceShuttle,2019-06-16 12:00:00,-19.9452985,27.549941
1332,Civilian Star Shuttle,2019-06-16 12:00:00,-19.9353605,27.548823
1333,TIE Fighter,2019-06-16 12:00:00,-19.9259895,27.530259
1334,TIE Fighter,2019-06-16 12:00:00,-19.9163405,27.520939
1335,TIE Fighter,2019-06-16 12:00:00,-19.9178695,27.519292
1336,Civilian Star Shuttle,2019-06-16 12:00:00,-19.9192415,27.518287
1337,TIE Fighter,2019-06-16 12:00:00,-19.9188675,27.517471
1338,TIE Fighter,2019-06-16 12:00:00,-19.9152675,27.517191
1339,TIE Fighter,2019-06-16 12:00:00,-19.9148935,27.516626
1340,TIE Fighter,2019-06-16 12:00:00,-19.9182815,27.516732
1341,TIE Fighter,2019-06-16 12:00:00,-19.9181525,27.516543
1342,TIE Fighter,2019-06-16 12:00:00,-19.9154625,27.51634
1343,TIE Fighter,2019-06-16 12:00:00,-19.9171375,27.516155
1344,TIE Fighter,2019-06-16 12:00:00,-19.9483405,27.55797
1345,Imperial SpaceShuttle,2019-06-16 12:00:00,-19.9491705,27.555757
1346,TIE Fighter,2019-06-16 12:00:00,-19.9503185,27.552952
1347,TIE Fighter,2019-06-16 12:00:00,-19.9510525,27.552836
1348,TIE Fighter,2019-06-16 12:00:00,-19.9458895,27.552172
1349,TIE Fighter,2019-06-16 12:00:00,-19.9501485,27.552073
1350,TIE Fighter,2019-06-16 12:00:00,-19.9509025,27.551949
1351,TIE Fighter,2019-06-16 12:00:00,-19.9489525,27.551061
1352,TIE Fighter,2019-06-16 12:00:00,-19.9478115,27.548685
1353,Imperial SpaceShuttle,2019-06-16 12:00:00,-19.9491285,27.547105
1354,Imperial SpaceShuttle,2019-06-16 12:00:00,-19.9457025,27.546903
1355,Imperial SpaceShuttle,2019-06-16 12:00:00,-19.9374295,27.543402
1356,TIE bomber,2019-06-16 12:00:00,-19.9317115,27.534426
1357,Imperial SpaceShuttle,2019-06-16 12:00:00,-19.9332385,27.534344
1358,Imperial SpaceShuttle,2019-06-16 12:00:00,-19.9324925,27.533181
1359,TIE bomber,2019-06-16 12:00:00,-19.9309765,27.532935
1360,Imperial SpaceShuttle,2019-06-16 12:00:00,-19.9284245,27.532819
1361,Imperial SpaceShuttle,2019-06-16 12:00:00,-19.9274185,27.531793
1362,TIE Fighter,2019-06-16 12:00:00,-19.9288845,27.531631
1363,TIE bomber,2019-06-16 12:00:00,-19.9280445,27.530501
1364,TIE bomber,2019-06-16 12:00:00,-19.9270925,27.528807
1365,TIE bomber,2019-06-16 12:00:00,-19.9259235,27.527908
1366,TIE bomber,2019-06-16 12:00:00,-19.9273835,27.527467
1367,TIE bomber,2019-06-16 12:00:00,-19.9261925,27.526586
1368,Imperial SpaceShuttle,2019-06-16 12:00:00,-19.9228085,27.522266
1369,TIE Fighter,2019-06-16 12:00:00,-19.9156075,27.520868
1370,TIE Fighter,2019-06-16 12:00:00,-19.9208995,27.519841
1371,TIE Fighter,2019-07-31 12:00:00,-19.9483525,27.557944
1372,Imperial SpaceShuttle,2019-07-31 12:00:00,-19.9491925,27.555732
1373,TIE Fighter,2019-07-31 12:00:00,-19.9503135,27.552948
1374,TIE Fighter,2019-07-31 12:00:00,-19.9510495,27.552834
1375,TIE Fighter,2019-07-31 12:00:00,-19.9458945,27.552163
1376,TIE Fighter,2019-07-31 12:00:00,-19.9501565,27.552064
1377,TIE Fighter,2019-07-31 12:00:00,-19.9509065,27.551938
1378,TIE Fighter,2019-07-31 12:00:00,-19.9489495,27.551053
1379,Imperial SpaceShuttle,2019-07-31 12:00:00,-19.9453205,27.549911
1380,TIE Fighter,2019-07-31 12:00:00,-19.9478045,27.548681
1381,Imperial SpaceShuttle,2019-07-31 12:00:00,-19.9491415,27.547058
1382,Imperial SpaceShuttle,2019-07-31 12:00:00,-19.9457135,27.54689
1383,TIE Fighter,2019-07-31 12:00:00,-19.9188825,27.517448
1384,Imperial SpaceShuttle,2019-07-31 12:00:00,-19.9374345,27.543361
1385,TIE bomber,2019-07-31 12:00:00,-19.9317205,27.53442
1386,Imperial SpaceShuttle,2019-07-31 12:00:00,-19.9332525,27.534321
1387,Imperial SpaceShuttle,2019-07-31 12:00:00,-19.9325025,27.533167
1388,TIE bomber,2019-07-31 12:00:00,-19.9309935,27.532908
1389,Imperial SpaceShuttle,2019-07-31 12:00:00,-19.9284335,27.532806
1390,Imperial SpaceShuttle,2019-07-31 12:00:00,-19.9274375,27.531775
1391,TIE Fighter,2019-07-31 12:00:00,-19.9288945,27.531613
1392,TIE Fighter,2019-07-31 12:00:00,-19.9259785,27.530269
1393,TIE bomber,2019-07-31 12:00:00,-19.9271115,27.528803
1394,TIE bomber,2019-07-31 12:00:00,-19.9259455,27.527897
1395,TIE bomber,2019-07-31 12:00:00,-19.9273955,27.527467
1396,Imperial SpaceShuttle,2019-07-31 12:00:00,-19.9228015,27.522275
1397,TIE Fighter,2019-07-31 12:00:00,-19.9163515,27.52092
1398,TIE Fighter,2019-07-31 12:00:00,-19.9156105,27.520859
1399,TIE Fighter,2019-07-31 12:00:00,-19.9209015,27.519854
1400,TIE Fighter,2019-07-31 12:00:00,-19.9178715,27.519294
1401,Imperial SpaceShuttle,2019-07-31 12:00:00,-19.9192825,27.518217
1402,TIE Fighter,2019-07-31 12:00:00,-19.9148835,27.51663
1403,TIE Fighter,2019-07-31 12:00:00,-19.9152605,27.517195
1404,TIE Fighter,2019-07-31 12:00:00,-19.9154615,27.516342
1405,TIE Fighter,2019-07-31 12:00:00,-19.9182975,27.516716
1406,TIE Fighter,2019-07-31 12:00:00,-19.9181645,27.516522
1407,TIE Fighter,2019-07-31 12:00:00,-19.9171305,27.516157
1408,TIE Fighter,2019-08-10 12:00:00,-19.9509015,27.551949
1409,TIE bomber,2019-08-10 12:00:00,-19.9261835,27.526581
1410,Imperial SpaceShuttle,2019-08-10 12:00:00,-19.9228205,27.52227
1411,TIE Fighter,2019-08-10 12:00:00,-19.9483145,27.557954
1412,Imperial SpaceShuttle,2019-08-10 12:00:00,-19.9491425,27.555731
1413,TIE Fighter,2019-08-10 12:00:00,-19.9503055,27.552945
1414,TIE Fighter,2019-08-10 12:00:00,-19.9510595,27.55284
1415,TIE Fighter,2019-08-10 12:00:00,-19.9458815,27.55217
1416,TIE Fighter,2019-08-10 12:00:00,-19.9501325,27.552056
1417,TIE Fighter,2019-08-10 12:00:00,-19.9489455,27.551058
1418,Imperial SpaceShuttle,2019-08-10 12:00:00,-19.9452685,27.549915
1419,Civilian Star Shuttle,2019-08-10 12:00:00,-19.9353545,27.54882
1420,TIE Fighter,2019-08-10 12:00:00,-19.9478145,27.548694
1421,Imperial SpaceShuttle,2019-08-10 12:00:00,-19.9491045,27.547059
1422,Imperial SpaceShuttle,2019-08-10 12:00:00,-19.9456895,27.546893
1423,Imperial SpaceShuttle,2019-08-10 12:00:00,-19.9373955,27.543368
1424,TIE bomber,2019-08-10 12:00:00,-19.9317015,27.534414
1425,Imperial SpaceShuttle,2019-08-10 12:00:00,-19.9332185,27.534327
1426,Imperial SpaceShuttle,2019-08-10 12:00:00,-19.9324715,27.533164
1427,TIE bomber,2019-08-10 12:00:00,-19.9309625,27.532921
1428,Imperial SpaceShuttle,2019-08-10 12:00:00,-19.9284115,27.532806
1429,Imperial SpaceShuttle,2019-08-10 12:00:00,-19.9274105,27.531778
1430,TIE Fighter,2019-08-10 12:00:00,-19.9288675,27.531611
1431,TIE bomber,2019-08-10 12:00:00,-19.9280255,27.530478
1432,TIE Fighter,2019-08-10 12:00:00,-19.9260035,27.530263
1433,TIE bomber,2019-08-10 12:00:00,-19.9270985,27.528794
1434,TIE bomber,2019-08-10 12:00:00,-19.9258985,27.527892
1435,TIE bomber,2019-08-10 12:00:00,-19.9273815,27.527465
1436,TIE Fighter,2019-08-10 12:00:00,-19.9163225,27.520914
1437,TIE Fighter,2019-08-10 12:00:00,-19.9155925,27.52085
1438,TIE Fighter,2019-08-10 12:00:00,-19.9208965,27.519846
1439,TIE Fighter,2019-08-10 12:00:00,-19.9178685,27.519294
1440,Imperial SpaceShuttle,2019-08-10 12:00:00,-19.9191785,27.51822
1441,TIE Fighter,2019-08-10 12:00:00,-19.9188465,27.517458
1442,TIE Fighter,2019-08-10 12:00:00,-19.9152695,27.517198
1443,TIE Fighter,2019-08-10 12:00:00,-19.9149005,27.516629
1444,TIE Fighter,2019-08-10 12:00:00,-19.9182565,27.516712
1445,TIE Fighter,2019-08-10 12:00:00,-19.9181285,27.516521
1446,TIE Fighter,2019-08-10 12:00:00,-19.9154575,27.516339
