id,ship_type,date,lon,lat
385,TIE bomber,2018-06-26 12:00:00,-19.9317025,27.534426
386,Imperial SpaceShuttle,2018-06-26 12:00:00,-19.9332415,27.534345
387,Imperial SpaceShuttle,2018-06-26 12:00:00,-19.9324895,27.533182
388,Imperial SpaceShuttle,2018-06-26 12:00:00,-19.9284285,27.53282
389,Imperial SpaceShuttle,2018-06-26 12:00:00,-19.9274285,27.531796
390,TIE Fighter,2018-06-26 12:00:00,-19.9259795,27.530263
391,TIE bomber,2018-06-26 12:00:00,-19.9271075,27.528814
392,TIE bomber,2018-06-26 12:00:00,-19.9259325,27.527914
393,TIE bomber,2018-06-26 12:00:00,-19.9273885,27.527472
394,TIE bomber,2018-06-26 12:00:00,-19.9261865,27.526587
395,Imperial SpaceShuttle,2018-06-26 12:00:00,-19.9228035,27.522254
396,TIE Fighter,2018-06-26 12:00:00,-19.9163465,27.520935
397,TIE Fighter,2018-06-26 12:00:00,-19.9156015,27.520864
398,TIE Fighter,2018-06-26 12:00:00,-19.9208975,27.519841
399,TIE Fighter,2018-06-26 12:00:00,-19.9178645,27.519292
400,Imperial SpaceShuttle,2018-06-26 12:00:00,-19.9192515,27.518285
401,TIE Fighter,2018-06-26 12:00:00,-19.9188695,27.517474
402,TIE Fighter,2018-06-26 12:00:00,-19.9152605,27.517193
403,TIE Fighter,2018-06-26 12:00:00,-19.9182865,27.516728
404,TIE Fighter,2018-06-26 12:00:00,-19.9181555,27.516542
405,TIE Fighter,2018-06-26 12:00:00,-19.9154605,27.516339
406,TIE Fighter,2018-06-26 12:00:00,-19.9171365,27.516159
407,TIE bomber,2018-08-09 12:00:00,-19.9317025,27.534429
408,Imperial SpaceShuttle,2018-08-09 12:00:00,-19.9332375,27.534343
409,TIE Fighter,2018-08-09 12:00:00,-19.9163355,27.520931
410,TIE Fighter,2018-08-09 12:00:00,-19.9483345,27.557962
411,Imperial SpaceShuttle,2018-08-09 12:00:00,-19.9491785,27.555746
412,TIE Fighter,2018-08-09 12:00:00,-19.9503145,27.552945
413,TIE Fighter,2018-08-09 12:00:00,-19.9510575,27.552831
414,TIE Fighter,2018-08-09 12:00:00,-19.9458845,27.552173
415,TIE Fighter,2018-08-09 12:00:00,-19.9501455,27.552068
416,TIE Fighter,2018-08-09 12:00:00,-19.9509045,27.551946
417,TIE Fighter,2018-08-09 12:00:00,-19.9489475,27.551057
418,Imperial SpaceShuttle,2018-08-09 12:00:00,-19.9452995,27.549934
419,Civilian Star Shuttle,2018-08-09 12:00:00,-19.9353625,27.548816
420,TIE Fighter,2018-08-09 12:00:00,-19.9478115,27.548684
421,Imperial SpaceShuttle,2018-08-09 12:00:00,-19.9491265,27.547091
422,Imperial SpaceShuttle,2018-08-09 12:00:00,-19.9457005,27.546902
423,Imperial SpaceShuttle,2018-08-09 12:00:00,-19.9374285,27.543393
424,Imperial SpaceShuttle,2018-08-09 12:00:00,-19.9324935,27.533178
425,TIE bomber,2018-08-09 12:00:00,-19.9309645,27.532935
426,Imperial SpaceShuttle,2018-08-09 12:00:00,-19.9284215,27.532827
427,Imperial SpaceShuttle,2018-08-09 12:00:00,-19.9274185,27.531795
428,TIE Fighter,2018-08-09 12:00:00,-19.9288765,27.531623
429,TIE bomber,2018-08-09 12:00:00,-19.9280245,27.530509
430,TIE Fighter,2018-08-09 12:00:00,-19.9259935,27.530263
431,TIE bomber,2018-08-09 12:00:00,-19.9270925,27.528805
432,TIE bomber,2018-08-09 12:00:00,-19.9259245,27.527912
433,TIE bomber,2018-08-09 12:00:00,-19.9273745,27.527474
434,TIE bomber,2018-08-09 12:00:00,-19.9261925,27.526585
435,Imperial SpaceShuttle,2018-08-09 12:00:00,-19.9228135,27.522262
436,TIE Fighter,2018-08-09 12:00:00,-19.9156045,27.520864
437,TIE Fighter,2018-08-09 12:00:00,-19.9209015,27.519841
438,TIE Fighter,2018-08-09 12:00:00,-19.9178685,27.519292
439,Imperial SpaceShuttle,2018-08-09 12:00:00,-19.9192345,27.518264
440,TIE Fighter,2018-08-09 12:00:00,-19.9188645,27.517467
441,TIE Fighter,2018-08-09 12:00:00,-19.9152675,27.517195
442,TIE Fighter,2018-08-09 12:00:00,-19.9148935,27.516627
443,TIE Fighter,2018-08-09 12:00:00,-19.9182725,27.51673
444,TIE Fighter,2018-08-09 12:00:00,-19.9181435,27.516538
445,TIE Fighter,2018-08-09 12:00:00,-19.9154595,27.516341
446,TIE Fighter,2018-08-09 12:00:00,-19.9171315,27.516158
447,Civilian Star Shuttle,2018-08-09 12:00:00,-19.9323885,27.534664
448,TIE Fighter,2018-08-09 12:00:00,-19.9325065,27.53453
449,TIE Fighter,2018-08-20 12:00:00,-19.9503075,27.552945
450,TIE bomber,2018-08-20 12:00:00,-19.9280355,27.530498
451,TIE Fighter,2018-08-20 12:00:00,-19.9260065,27.530261
452,TIE Fighter,2018-08-20 12:00:00,-19.9149015,27.516623
453,TIE Fighter,2018-08-20 12:00:00,-19.9483215,27.557966
454,Imperial SpaceShuttle,2018-08-20 12:00:00,-19.9491495,27.555746
455,TIE Fighter,2018-08-20 12:00:00,-19.9510585,27.552834
456,TIE Fighter,2018-08-20 12:00:00,-19.9458875,27.552173
457,TIE Fighter,2018-08-20 12:00:00,-19.9501365,27.552066
458,TIE Fighter,2018-08-20 12:00:00,-19.9509035,27.55195
459,TIE Fighter,2018-08-20 12:00:00,-19.9489455,27.551057
460,Imperial SpaceShuttle,2018-08-20 12:00:00,-19.9452745,27.549932
461,Civilian Star Shuttle,2018-08-20 12:00:00,-19.9353545,27.548815
462,TIE Fighter,2018-08-20 12:00:00,-19.9478155,27.54869
463,Imperial SpaceShuttle,2018-08-20 12:00:00,-19.9491105,27.547085
464,Imperial SpaceShuttle,2018-08-20 12:00:00,-19.9456925,27.546898
465,Civilian Star Shuttle,2018-08-20 12:00:00,-19.9405705,27.543823
466,Imperial SpaceShuttle,2018-08-20 12:00:00,-19.9374075,27.543391
467,TIE bomber,2018-08-20 12:00:00,-19.9317025,27.534426
468,Imperial SpaceShuttle,2018-08-20 12:00:00,-19.9332195,27.53434
469,Imperial SpaceShuttle,2018-08-20 12:00:00,-19.9324765,27.533181
470,TIE bomber,2018-08-20 12:00:00,-19.9309675,27.532937
471,Imperial SpaceShuttle,2018-08-20 12:00:00,-19.9284145,27.53282
472,Imperial SpaceShuttle,2018-08-20 12:00:00,-19.9274115,27.531789
473,TIE Fighter,2018-08-20 12:00:00,-19.9288655,27.531625
474,TIE bomber,2018-08-20 12:00:00,-19.9271005,27.52881
475,TIE bomber,2018-08-20 12:00:00,-19.9259105,27.527903
476,TIE bomber,2018-08-20 12:00:00,-19.9273825,27.527472
477,TIE bomber,2018-08-20 12:00:00,-19.9261895,27.526583
478,Imperial SpaceShuttle,2018-08-20 12:00:00,-19.9228205,27.522261
479,TIE Fighter,2018-08-20 12:00:00,-19.9163235,27.520927
480,TIE Fighter,2018-08-20 12:00:00,-19.9155925,27.520857
481,TIE Fighter,2018-08-20 12:00:00,-19.9209115,27.519848
482,TIE Fighter,2018-08-20 12:00:00,-19.9178715,27.519292
483,Civilian Star Shuttle,2018-08-20 12:00:00,-19.9191875,27.518254
484,TIE Fighter,2018-08-20 12:00:00,-19.9188515,27.517468
485,TIE Fighter,2018-08-20 12:00:00,-19.9152675,27.517193
486,TIE Fighter,2018-08-20 12:00:00,-19.9182645,27.516725
487,TIE Fighter,2018-08-20 12:00:00,-19.9181295,27.516533
488,TIE Fighter,2018-08-20 12:00:00,-19.9154605,27.516339
489,TIE Fighter,2018-08-20 12:00:00,-19.9171305,27.516154
490,TIE bomber,2018-09-07 12:00:00,-19.9317055,27.534413
491,Imperial SpaceShuttle,2018-09-07 12:00:00,-19.9332315,27.534317
492,TIE Fighter,2018-09-07 12:00:00,-19.9163405,27.520904
493,TIE Fighter,2018-09-07 12:00:00,-19.9483305,27.557939
494,Imperial SpaceShuttle,2018-09-07 12:00:00,-19.9491665,27.555717
495,TIE Fighter,2018-09-07 12:00:00,-19.9503095,27.552942
496,TIE Fighter,2018-09-07 12:00:00,-19.9510515,27.552839
497,TIE Fighter,2018-09-07 12:00:00,-19.9458835,27.552159
498,TIE Fighter,2018-09-07 12:00:00,-19.9501415,27.55205
499,TIE Fighter,2018-09-07 12:00:00,-19.9509015,27.551939
500,TIE Fighter,2018-09-07 12:00:00,-19.9489465,27.551051
501,Imperial SpaceShuttle,2018-09-07 12:00:00,-19.9452925,27.549897
502,Civilian Star Shuttle,2018-09-07 12:00:00,-19.9353405,27.548818
503,TIE Fighter,2018-09-07 12:00:00,-19.9478065,27.548685
504,Imperial SpaceShuttle,2018-09-07 12:00:00,-19.9491205,27.547025
505,Imperial SpaceShuttle,2018-09-07 12:00:00,-19.9456955,27.54688
506,Civilian Star Shuttle,2018-09-07 12:00:00,-19.9405725,27.543806
507,Imperial SpaceShuttle,2018-09-07 12:00:00,-19.9374245,27.543336
508,Imperial SpaceShuttle,2018-09-07 12:00:00,-19.9324795,27.533155
509,TIE bomber,2018-09-07 12:00:00,-19.9309765,27.532915
510,Imperial SpaceShuttle,2018-09-07 12:00:00,-19.9284285,27.532801
511,Imperial SpaceShuttle,2018-09-07 12:00:00,-19.9274265,27.531775
512,TIE Fighter,2018-09-07 12:00:00,-19.9288725,27.531606
513,TIE bomber,2018-09-07 12:00:00,-19.9280365,27.530465
514,TIE Fighter,2018-09-07 12:00:00,-19.9259925,27.530278
515,TIE bomber,2018-09-07 12:00:00,-19.9271045,27.528797
516,TIE bomber,2018-09-07 12:00:00,-19.9259215,27.527878
517,TIE bomber,2018-09-07 12:00:00,-19.9273775,27.527461
518,TIE bomber,2018-09-07 12:00:00,-19.9261855,27.52658
519,Civilian Star Shuttle,2018-09-07 12:00:00,-19.9228085,27.522275
520,TIE Fighter,2018-09-07 12:00:00,-19.9156015,27.520842
521,TIE Fighter,2018-09-07 12:00:00,-19.9209045,27.519845
522,TIE Fighter,2018-09-07 12:00:00,-19.9178685,27.519292
523,Imperial SpaceShuttle,2018-09-07 12:00:00,-19.9192285,27.518184
524,TIE Fighter,2018-09-07 12:00:00,-19.9188605,27.517442
525,TIE Fighter,2018-09-07 12:00:00,-19.9148945,27.516632
526,TIE Fighter,2018-09-07 12:00:00,-19.9152645,27.517198
527,TIE Fighter,2018-09-07 12:00:00,-19.9181445,27.516508
528,TIE Fighter,2018-09-07 12:00:00,-19.9182755,27.516698
529,TIE Fighter,2018-09-07 12:00:00,-19.9154585,27.516334
530,TIE Fighter,2018-09-07 12:00:00,-19.9171325,27.516153
531,TIE Fighter,2018-12-06 12:00:00,-19.9510555,27.552833
532,TIE Fighter,2018-12-06 12:00:00,-19.9508975,27.551945
533,TIE Fighter,2018-12-06 12:00:00,-19.9489485,27.551055
534,Imperial SpaceShuttle,2018-12-06 12:00:00,-19.9452855,27.54993
535,Civilian Star Shuttle,2018-12-06 12:00:00,-19.9353605,27.548817
536,TIE Fighter,2018-12-06 12:00:00,-19.9478125,27.548689
537,Imperial SpaceShuttle,2018-12-06 12:00:00,-19.9491135,27.547091
538,Imperial SpaceShuttle,2018-12-06 12:00:00,-19.9456975,27.5469
539,Imperial SpaceShuttle,2018-12-06 12:00:00,-19.9374205,27.54339
540,TIE bomber,2018-12-06 12:00:00,-19.9317015,27.534439
541,Imperial SpaceShuttle,2018-12-06 12:00:00,-19.9332255,27.534343
542,Imperial SpaceShuttle,2018-12-06 12:00:00,-19.9324785,27.533182
543,Imperial SpaceShuttle,2018-12-06 12:00:00,-19.9284185,27.532823
544,TIE bomber,2018-12-06 12:00:00,-19.9309675,27.532943
545,Imperial SpaceShuttle,2018-12-06 12:00:00,-19.9274155,27.531797
546,TIE Fighter,2018-12-06 12:00:00,-19.9288695,27.531624
547,TIE bomber,2018-12-06 12:00:00,-19.9280305,27.530504
548,TIE Fighter,2018-12-06 12:00:00,-19.9259955,27.530264
549,TIE bomber,2018-12-06 12:00:00,-19.9270955,27.528812
550,TIE bomber,2018-12-06 12:00:00,-19.9259145,27.527914
551,TIE bomber,2018-12-06 12:00:00,-19.9273775,27.527473
552,TIE bomber,2018-12-06 12:00:00,-19.9261895,27.526588
553,Imperial SpaceShuttle,2018-12-06 12:00:00,-19.9228125,27.522262
554,TIE Fighter,2018-12-06 12:00:00,-19.9163305,27.520931
555,TIE Fighter,2018-12-06 12:00:00,-19.9155995,27.520866
556,TIE Fighter,2018-12-06 12:00:00,-19.9209045,27.519843
557,TIE Fighter,2018-12-06 12:00:00,-19.9178695,27.519292
558,Civilian Star Shuttle,2018-12-06 12:00:00,-19.9192115,27.518261
559,TIE Fighter,2018-12-06 12:00:00,-19.9188585,27.517468
560,TIE Fighter,2018-12-06 12:00:00,-19.9152685,27.517195
561,TIE Fighter,2018-12-06 12:00:00,-19.9148955,27.516628
562,TIE Fighter,2018-12-06 12:00:00,-19.9182665,27.516732
563,TIE Fighter,2018-12-06 12:00:00,-19.9181405,27.516537
564,TIE Fighter,2018-12-06 12:00:00,-19.9154605,27.516344
565,TIE Fighter,2018-12-06 12:00:00,-19.9171335,27.516159
566,TIE Fighter,2018-12-06 12:00:00,-19.9483285,27.557965
567,Imperial SpaceShuttle,2018-12-06 12:00:00,-19.9491615,27.555748
568,TIE Fighter,2018-12-06 12:00:00,-19.9503115,27.552943
569,TIE Fighter,2018-12-06 12:00:00,-19.9458875,27.552169
570,TIE Fighter,2018-12-06 12:00:00,-19.9501385,27.552067
571,TIE Fighter,2018-12-17 12:00:00,-19.9483465,27.557953
572,Imperial SpaceShuttle,2018-12-17 12:00:00,-19.9491805,27.555732
573,TIE Fighter,2018-12-17 12:00:00,-19.9503145,27.552948
574,TIE Fighter,2018-12-17 12:00:00,-19.9510565,27.55284
575,TIE Fighter,2018-12-17 12:00:00,-19.9458885,27.552166
576,TIE Fighter,2018-12-17 12:00:00,-19.9501525,27.55206
577,TIE Fighter,2018-12-17 12:00:00,-19.9509065,27.551945
578,TIE Fighter,2018-12-17 12:00:00,-19.9489515,27.551057
579,Imperial SpaceShuttle,2018-12-17 12:00:00,-19.9453075,27.549917
580,TIE Fighter,2018-12-17 12:00:00,-19.9478095,27.548692
581,TIE bomber,2018-12-17 12:00:00,-19.9317105,27.534421
582,Imperial SpaceShuttle,2018-12-17 12:00:00,-19.9228025,27.522272
583,Imperial SpaceShuttle,2018-12-17 12:00:00,-19.9491335,27.547057
584,Imperial SpaceShuttle,2018-12-17 12:00:00,-19.9457045,27.546889
585,Imperial SpaceShuttle,2018-12-17 12:00:00,-19.9374275,27.543364
586,Imperial SpaceShuttle,2018-12-17 12:00:00,-19.9332425,27.534324
587,Imperial SpaceShuttle,2018-12-17 12:00:00,-19.9324945,27.53317
588,TIE bomber,2018-12-17 12:00:00,-19.9309855,27.532914
589,Imperial SpaceShuttle,2018-12-17 12:00:00,-19.9284305,27.532805
590,Imperial SpaceShuttle,2018-12-17 12:00:00,-19.9274305,27.531776
591,TIE Fighter,2018-12-17 12:00:00,-19.9288815,27.531608
592,TIE bomber,2018-12-17 12:00:00,-19.9280515,27.530481
593,TIE Fighter,2018-12-17 12:00:00,-19.9259825,27.530272
594,TIE bomber,2018-12-17 12:00:00,-19.9271125,27.528801
595,TIE bomber,2018-12-17 12:00:00,-19.9259285,27.527892
596,TIE bomber,2018-12-17 12:00:00,-19.9273865,27.527463
597,TIE bomber,2018-12-17 12:00:00,-19.9261865,27.526583
598,TIE Fighter,2018-12-17 12:00:00,-19.9163455,27.520913
599,TIE Fighter,2018-12-17 12:00:00,-19.9156085,27.520853
600,TIE Fighter,2018-12-17 12:00:00,-19.9208995,27.519852
601,TIE Fighter,2018-12-17 12:00:00,-19.9178625,27.519295
602,Imperial SpaceShuttle,2018-12-17 12:00:00,-19.9192595,27.518208
603,TIE Fighter,2018-12-17 12:00:00,-19.9188695,27.517451
604,TIE Fighter,2018-12-17 12:00:00,-19.9152615,27.517199
605,TIE Fighter,2018-12-17 12:00:00,-19.9148855,27.516631
606,TIE Fighter,2018-12-17 12:00:00,-19.9182845,27.516715
607,TIE Fighter,2018-12-17 12:00:00,-19.9181505,27.51652
608,TIE Fighter,2018-12-17 12:00:00,-19.9154615,27.516337
609,TIE Fighter,2018-12-17 12:00:00,-19.9171275,27.516158
610,TIE Fighter,2018-12-19 12:00:00,-19.9483335,27.557963
611,Imperial SpaceShuttle,2018-12-19 12:00:00,-19.9491665,27.555752
612,TIE Fighter,2018-12-19 12:00:00,-19.9503145,27.552941
613,TIE Fighter,2018-12-19 12:00:00,-19.9510495,27.552826
614,TIE Fighter,2018-12-19 12:00:00,-19.9458855,27.552167
615,TIE Fighter,2018-12-19 12:00:00,-19.9501445,27.552063
616,TIE Fighter,2018-12-19 12:00:00,-19.9508965,27.551942
617,TIE Fighter,2018-12-19 12:00:00,-19.9489495,27.55105
618,Imperial SpaceShuttle,2018-12-19 12:00:00,-19.9452925,27.549932
619,Civilian Star Shuttle,2018-12-19 12:00:00,-19.9353595,27.548819
620,TIE Fighter,2018-12-19 12:00:00,-19.9478105,27.548677
621,Imperial SpaceShuttle,2018-12-19 12:00:00,-19.9491235,27.547092
622,Imperial SpaceShuttle,2018-12-19 12:00:00,-19.9457005,27.546896
623,Imperial SpaceShuttle,2018-12-19 12:00:00,-19.9374275,27.543401
624,TIE Fighter,2018-12-19 12:00:00,-19.9148955,27.516626
625,TIE bomber,2018-12-19 12:00:00,-19.9317075,27.534433
626,Imperial SpaceShuttle,2018-12-19 12:00:00,-19.9332325,27.534345
627,Imperial SpaceShuttle,2018-12-19 12:00:00,-19.9324885,27.533182
628,TIE bomber,2018-12-19 12:00:00,-19.9309685,27.53294
629,Imperial SpaceShuttle,2018-12-19 12:00:00,-19.9284195,27.532826
630,Imperial SpaceShuttle,2018-12-19 12:00:00,-19.9274165,27.531799
631,TIE Fighter,2018-12-19 12:00:00,-19.9288735,27.531631
632,TIE bomber,2018-12-19 12:00:00,-19.9280365,27.530504
633,TIE Fighter,2018-12-19 12:00:00,-19.9259955,27.530262
634,TIE bomber,2018-12-19 12:00:00,-19.9270945,27.528814
635,TIE bomber,2018-12-19 12:00:00,-19.9259235,27.527917
636,TIE bomber,2018-12-19 12:00:00,-19.9273705,27.52747
637,TIE bomber,2018-12-19 12:00:00,-19.9261885,27.526591
638,Imperial SpaceShuttle,2018-12-19 12:00:00,-19.9228125,27.522259
639,TIE Fighter,2018-12-19 12:00:00,-19.9163375,27.520937
640,TIE Fighter,2018-12-19 12:00:00,-19.9156045,27.520868
641,TIE Fighter,2018-12-19 12:00:00,-19.9209015,27.519841
642,TIE Fighter,2018-12-19 12:00:00,-19.9178695,27.519293
643,Imperial SpaceShuttle,2018-12-19 12:00:00,-19.9192305,27.518284
644,TIE Fighter,2018-12-19 12:00:00,-19.9188645,27.517473
645,TIE Fighter,2018-12-19 12:00:00,-19.9152685,27.517196
646,TIE Fighter,2018-12-19 12:00:00,-19.9182755,27.516735
647,TIE Fighter,2018-12-19 12:00:00,-19.9181445,27.516544
648,TIE Fighter,2018-12-19 12:00:00,-19.9154635,27.516345
649,TIE Fighter,2018-12-19 12:00:00,-19.9171335,27.516161
650,Imperial SpaceShuttle,2018-12-30 12:00:00,-19.9452725,27.549921
651,TIE Fighter,2018-12-30 12:00:00,-19.9163235,27.520916
652,TIE Fighter,2018-12-30 12:00:00,-19.9155935,27.520852
653,TIE Fighter,2018-12-30 12:00:00,-19.9483155,27.557958
654,Imperial SpaceShuttle,2018-12-30 12:00:00,-19.9491475,27.555733
655,TIE Fighter,2018-12-30 12:00:00,-19.9503045,27.552945
656,TIE Fighter,2018-12-30 12:00:00,-19.9510565,27.552839
657,TIE Fighter,2018-12-30 12:00:00,-19.9458805,27.552169
658,TIE Fighter,2018-12-30 12:00:00,-19.9501325,27.552063
659,TIE Fighter,2018-12-30 12:00:00,-19.9509025,27.551955
660,TIE Fighter,2018-12-30 12:00:00,-19.9489425,27.551062
661,Civilian Star Shuttle,2018-12-30 12:00:00,-19.9353525,27.548824
662,TIE Fighter,2018-12-30 12:00:00,-19.9478175,27.548697
663,Imperial SpaceShuttle,2018-12-30 12:00:00,-19.9491055,27.547071
664,Imperial SpaceShuttle,2018-12-30 12:00:00,-19.9456895,27.546893
665,Imperial SpaceShuttle,2018-12-30 12:00:00,-19.9374025,27.543372
666,TIE bomber,2018-12-30 12:00:00,-19.9316995,27.534421
667,Imperial SpaceShuttle,2018-12-30 12:00:00,-19.9332235,27.534329
668,Imperial SpaceShuttle,2018-12-30 12:00:00,-19.9324715,27.533173
669,TIE bomber,2018-12-30 12:00:00,-19.9309665,27.532924
670,Imperial SpaceShuttle,2018-12-30 12:00:00,-19.9284165,27.532811
671,Imperial SpaceShuttle,2018-12-30 12:00:00,-19.9274135,27.531782
672,TIE Fighter,2018-12-30 12:00:00,-19.9288635,27.531615
673,TIE bomber,2018-12-30 12:00:00,-19.9280275,27.530486
674,TIE Fighter,2018-12-30 12:00:00,-19.9260035,27.530269
675,TIE bomber,2018-12-30 12:00:00,-19.9270995,27.528802
676,TIE bomber,2018-12-30 12:00:00,-19.9259005,27.527897
677,TIE bomber,2018-12-30 12:00:00,-19.9273885,27.527467
678,TIE bomber,2018-12-30 12:00:00,-19.9261805,27.526586
679,Imperial SpaceShuttle,2018-12-30 12:00:00,-19.9228155,27.52227
680,TIE Fighter,2018-12-30 12:00:00,-19.9209105,27.519849
681,TIE Fighter,2018-12-30 12:00:00,-19.9178705,27.519292
682,Imperial SpaceShuttle,2018-12-30 12:00:00,-19.9191835,27.518225
683,TIE Fighter,2018-12-30 12:00:00,-19.9188505,27.517459
684,TIE Fighter,2018-12-30 12:00:00,-19.9152695,27.517199
685,TIE Fighter,2018-12-30 12:00:00,-19.9149025,27.516628
686,TIE Fighter,2018-12-30 12:00:00,-19.9182625,27.516712
687,TIE Fighter,2018-12-30 12:00:00,-19.9181265,27.516524
688,TIE Fighter,2018-12-30 12:00:00,-19.9154575,27.516338
689,TIE Fighter,2018-12-30 12:00:00,-19.9171315,27.516155
