id,level2,stream_date,lon,lat
909,TIE bomber,2011-03-19 12:00:00,-19.9309655,27.532934
910,Imperial SpaceShuttle,2011-03-19 12:00:00,-19.9284195,27.532818
911,Imperial SpaceShuttle,2011-03-19 12:00:00,-19.9274155,27.531794
912,TIE Fighter,2011-03-19 12:00:00,-19.9288715,27.531629
913,TIE bomber,2011-03-19 12:00:00,-19.9280375,27.530495
914,TIE Fighter,2011-03-19 12:00:00,-19.9259985,27.530262
915,TIE bomber,2011-03-19 12:00:00,-19.9270995,27.528809
916,TIE bomber,2011-03-19 12:00:00,-19.9259095,27.527913
917,TIE bomber,2011-03-19 12:00:00,-19.9273825,27.527469
918,TIE bomber,2011-03-19 12:00:00,-19.9261845,27.526592
919,Imperial SpaceShuttle,2011-03-19 12:00:00,-19.9228155,27.522263
920,TIE Fighter,2011-03-19 12:00:00,-19.9163335,27.52093
921,TIE Fighter,2011-03-19 12:00:00,-19.9156005,27.520859
922,Imperial SpaceShuttle,2011-03-19 12:00:00,-19.9192025,27.51827
923,TIE Fighter,2011-03-19 12:00:00,-19.9188565,27.51747
924,TIE Fighter,2011-03-19 12:00:00,-19.9152705,27.517193
925,TIE Fighter,2011-03-19 12:00:00,-19.9148995,27.516619
926,TIE Fighter,2011-03-19 12:00:00,-19.9182705,27.516727
927,TIE Fighter,2011-03-19 12:00:00,-19.9181435,27.51654
928,TIE Fighter,2011-03-19 12:00:00,-19.9154615,27.516339
929,TIE Fighter,2011-03-19 12:00:00,-19.9171385,27.516159
930,TIE Fighter,2029-03-19 12:00:00,-19.9458815,27.552167
931,TIE bomber,2029-03-19 12:00:00,-19.9259145,27.527895
932,TIE bomber,2029-03-19 12:00:00,-19.9273825,27.527468
933,TIE Fighter,2029-03-19 12:00:00,-19.9154605,27.516336
934,TIE Fighter,2029-03-19 12:00:00,-19.9483225,27.557957
935,Imperial SpaceShuttle,2029-03-19 12:00:00,-19.9491555,27.555736
936,TIE Fighter,2029-03-19 12:00:00,-19.9503075,27.552949
937,TIE Fighter,2029-03-19 12:00:00,-19.9510585,27.552844
938,TIE Fighter,2029-03-19 12:00:00,-19.9501365,27.552059
939,TIE Fighter,2029-03-19 12:00:00,-19.9509045,27.55195
940,TIE Fighter,2029-03-19 12:00:00,-19.9489445,27.551059
941,Imperial SpaceShuttle,2029-03-19 12:00:00,-19.9452795,27.549916
942,Civilian Star Shuttle,2029-03-19 12:00:00,-19.9353495,27.548824
943,TIE Fighter,2029-03-19 12:00:00,-19.9478135,27.548698
944,Imperial SpaceShuttle,2029-03-19 12:00:00,-19.9491125,27.547065
945,Imperial SpaceShuttle,2029-03-19 12:00:00,-19.9456925,27.546893
946,Imperial SpaceShuttle,2029-03-19 12:00:00,-19.9374145,27.543369
947,TIE bomber,2029-03-19 12:00:00,-19.9317025,27.534424
948,Imperial SpaceShuttle,2029-03-19 12:00:00,-19.9332245,27.534333
949,Imperial SpaceShuttle,2029-03-19 12:00:00,-19.9324755,27.533177
950,TIE bomber,2029-03-19 12:00:00,-19.9309665,27.532926
951,Imperial SpaceShuttle,2029-03-19 12:00:00,-19.9284235,27.532813
952,Imperial SpaceShuttle,2029-03-19 12:00:00,-19.9274185,27.531785
953,TIE Fighter,2029-03-19 12:00:00,-19.9288665,27.531617
954,TIE bomber,2029-03-19 12:00:00,-19.9280315,27.530482
955,TIE Fighter,2029-03-19 12:00:00,-19.9259995,27.530276
956,TIE bomber,2029-03-19 12:00:00,-19.9270995,27.528804
957,TIE bomber,2029-03-19 12:00:00,-19.9261885,27.526593
958,Imperial SpaceShuttle,2029-03-19 12:00:00,-19.9228125,27.522276
959,TIE Fighter,2029-03-19 12:00:00,-19.9163315,27.520913
960,TIE Fighter,2029-03-19 12:00:00,-19.9155965,27.520852
961,TIE Fighter,2029-03-19 12:00:00,-19.9209045,27.519851
962,TIE Fighter,2029-03-19 12:00:00,-19.9178705,27.519295
963,Imperial SpaceShuttle,2029-03-19 12:00:00,-19.9191995,27.518211
964,TIE Fighter,2029-03-19 12:00:00,-19.9188535,27.517459
965,TIE Fighter,2029-03-19 12:00:00,-19.9152665,27.517202
966,TIE Fighter,2029-03-19 12:00:00,-19.9148975,27.516627
967,TIE Fighter,2029-03-19 12:00:00,-19.9182675,27.516713
968,TIE Fighter,2029-03-19 12:00:00,-19.9181375,27.516522
969,TIE Fighter,2029-03-19 12:00:00,-19.9171355,27.516158
970,TIE Fighter,2030-03-19 12:00:00,-19.9483235,27.557968
971,Imperial SpaceShuttle,2030-03-19 12:00:00,-19.9491605,27.555748
972,TIE Fighter,2030-03-19 12:00:00,-19.9489455,27.551059
973,TIE Fighter,2030-03-19 12:00:00,-19.9288745,27.531622
974,TIE Fighter,2030-03-19 12:00:00,-19.9503115,27.552946
975,TIE Fighter,2030-03-19 12:00:00,-19.9510575,27.552839
976,TIE Fighter,2030-03-19 12:00:00,-19.9458835,27.55217
977,TIE Fighter,2030-03-19 12:00:00,-19.9501405,27.552067
978,TIE Fighter,2030-03-19 12:00:00,-19.9509005,27.551954
979,Civilian Star Shuttle,2030-03-19 12:00:00,-19.9452795,27.549933
980,Civilian Star Shuttle,2030-03-19 12:00:00,-19.9353555,27.548824
981,TIE Fighter,2030-03-19 12:00:00,-19.9478115,27.548689
982,Imperial SpaceShuttle,2030-03-19 12:00:00,-19.9491105,27.547096
983,Imperial SpaceShuttle,2030-03-19 12:00:00,-19.9456945,27.546898
984,Imperial SpaceShuttle,2030-03-19 12:00:00,-19.9374155,27.543393
985,TIE bomber,2030-03-19 12:00:00,-19.9317045,27.534418
986,Imperial SpaceShuttle,2030-03-19 12:00:00,-19.9332265,27.534343
987,Imperial SpaceShuttle,2030-03-19 12:00:00,-19.9324805,27.533174
988,TIE bomber,2030-03-19 12:00:00,-19.9309665,27.532925
989,Imperial SpaceShuttle,2030-03-19 12:00:00,-19.9284205,27.532815
990,Imperial SpaceShuttle,2030-03-19 12:00:00,-19.9274175,27.531788
991,TIE bomber,2030-03-19 12:00:00,-19.9280395,27.530493
992,TIE Fighter,2030-03-19 12:00:00,-19.9260035,27.53026
993,TIE bomber,2030-03-19 12:00:00,-19.9270995,27.528807
994,TIE bomber,2030-03-19 12:00:00,-19.9259075,27.527905
995,TIE bomber,2030-03-19 12:00:00,-19.9273825,27.527468
996,TIE bomber,2030-03-19 12:00:00,-19.9261875,27.526588
997,Imperial SpaceShuttle,2030-03-19 12:00:00,-19.9228175,27.522261
998,TIE Fighter,2030-03-19 12:00:00,-19.9163335,27.520927
999,TIE Fighter,2030-03-19 12:00:00,-19.9156005,27.520855
1000,TIE Fighter,2030-03-19 12:00:00,-19.9209045,27.519846
1001,TIE Fighter,2030-03-19 12:00:00,-19.9178725,27.519289
1002,Imperial SpaceShuttle,2030-03-19 12:00:00,-19.9192005,27.518259
1003,TIE Fighter,2030-03-19 12:00:00,-19.9188555,27.517465
1004,TIE Fighter,2030-03-19 12:00:00,-19.9152695,27.517191
1005,TIE Fighter,2030-03-19 12:00:00,-19.9148995,27.516619
1006,TIE Fighter,2030-03-19 12:00:00,-19.9182695,27.516723
1007,TIE Fighter,2030-03-19 12:00:00,-19.9181465,27.516532
1008,TIE Fighter,2030-03-19 12:00:00,-19.9154585,27.516336
1009,TIE Fighter,2030-03-19 12:00:00,-19.9171395,27.516157
1010,Imperial SpaceShuttle,2004-04-19 12:00:00,-19.9452845,27.54993
1011,TIE Fighter,2004-04-19 12:00:00,-19.9163275,27.520926
1012,TIE Fighter,2004-04-19 12:00:00,-19.9156005,27.520858
1013,TIE Fighter,2004-04-19 12:00:00,-19.9483295,27.557962
1014,Imperial SpaceShuttle,2004-04-19 12:00:00,-19.9491555,27.555745
1015,TIE Fighter,2004-04-19 12:00:00,-19.9503125,27.552948
1016,TIE Fighter,2004-04-19 12:00:00,-19.9510585,27.552838
1017,TIE Fighter,2004-04-19 12:00:00,-19.9458835,27.552166
1018,TIE Fighter,2004-04-19 12:00:00,-19.9501395,27.552065
1019,TIE Fighter,2004-04-19 12:00:00,-19.9509015,27.55195
1020,TIE Fighter,2004-04-19 12:00:00,-19.9489495,27.551055
1021,Civilian Star Shuttle,2004-04-19 12:00:00,-19.9353595,27.548824
1022,TIE Fighter,2004-04-19 12:00:00,-19.9478145,27.54869
1023,Imperial SpaceShuttle,2004-04-19 12:00:00,-19.9491165,27.547084
1024,Imperial SpaceShuttle,2004-04-19 12:00:00,-19.9456965,27.546898
1025,Imperial SpaceShuttle,2004-04-19 12:00:00,-19.9374215,27.543389
1026,TIE bomber,2004-04-19 12:00:00,-19.9316965,27.534425
1027,Imperial SpaceShuttle,2004-04-19 12:00:00,-19.9332245,27.534338
1028,Imperial SpaceShuttle,2004-04-19 12:00:00,-19.9324805,27.533177
1029,Imperial SpaceShuttle,2004-04-19 12:00:00,-19.9284195,27.532818
1030,TIE bomber,2004-04-19 12:00:00,-19.9309755,27.532923
1031,Imperial SpaceShuttle,2004-04-19 12:00:00,-19.9274155,27.531788
1032,TIE Fighter,2004-04-19 12:00:00,-19.9288695,27.531625
1033,TIE bomber,2004-04-19 12:00:00,-19.9280345,27.530495
1034,TIE Fighter,2004-04-19 12:00:00,-19.9260005,27.530266
1035,TIE bomber,2004-04-19 12:00:00,-19.9270955,27.528811
1036,TIE bomber,2004-04-19 12:00:00,-19.9259115,27.527903
1037,TIE bomber,2004-04-19 12:00:00,-19.9273765,27.527474
1038,TIE bomber,2004-04-19 12:00:00,-19.9261845,27.526589
1039,Imperial SpaceShuttle,2004-04-19 12:00:00,-19.9228155,27.52227
1040,TIE Fighter,2004-04-19 12:00:00,-19.9209015,27.519845
1041,TIE Fighter,2004-04-19 12:00:00,-19.9178705,27.519289
1042,Imperial SpaceShuttle,2004-04-19 12:00:00,-19.9192045,27.518245
1043,TIE Fighter,2004-04-19 12:00:00,-19.9188555,27.517463
1044,TIE Fighter,2004-04-19 12:00:00,-19.9152695,27.517197
1045,TIE Fighter,2004-04-19 12:00:00,-19.9148985,27.516621
1046,TIE Fighter,2004-04-19 12:00:00,-19.9182725,27.516719
1047,TIE Fighter,2004-04-19 12:00:00,-19.9181395,27.516531
1048,TIE Fighter,2004-04-19 12:00:00,-19.9154605,27.516339
1049,TIE Fighter,2004-04-19 12:00:00,-19.9171375,27.516158
1050,TIE Fighter,2025-04-19 12:00:00,-19.9503115,27.552949
1051,TIE Fighter,2025-04-19 12:00:00,-19.9510635,27.552842
1052,Imperial SpaceShuttle,2025-04-19 12:00:00,-19.9324775,27.533177
1053,TIE Fighter,2025-04-19 12:00:00,-19.9154625,27.516336
1054,TIE Fighter,2025-04-19 12:00:00,-19.9182665,27.516712
1055,TIE Fighter,2025-04-19 12:00:00,-19.9483235,27.557958
1056,Imperial SpaceShuttle,2025-04-19 12:00:00,-19.9491465,27.555738
1057,TIE Fighter,2025-04-19 12:00:00,-19.9458885,27.552168
1058,TIE Fighter,2025-04-19 12:00:00,-19.9501365,27.552065
1059,TIE Fighter,2025-04-19 12:00:00,-19.9509025,27.55195
1060,TIE Fighter,2025-04-19 12:00:00,-19.9489505,27.551057
1061,Imperial SpaceShuttle,2025-04-19 12:00:00,-19.9452715,27.549919
1062,Civilian Star Shuttle,2025-04-19 12:00:00,-19.9353625,27.548828
1063,TIE Fighter,2025-04-19 12:00:00,-19.9478175,27.548695
1064,Imperial SpaceShuttle,2025-04-19 12:00:00,-19.9491105,27.547065
1065,Imperial SpaceShuttle,2025-04-19 12:00:00,-19.9456945,27.546894
1066,Imperial SpaceShuttle,2025-04-19 12:00:00,-19.9374045,27.543368
1067,TIE bomber,2025-04-19 12:00:00,-19.9316995,27.534424
1068,Imperial SpaceShuttle,2025-04-19 12:00:00,-19.9332215,27.534334
1069,TIE bomber,2025-04-19 12:00:00,-19.9309665,27.532921
1070,Imperial SpaceShuttle,2025-04-19 12:00:00,-19.9284165,27.532817
1071,Imperial SpaceShuttle,2025-04-19 12:00:00,-19.9274135,27.531785
1072,TIE Fighter,2025-04-19 12:00:00,-19.9288655,27.531616
1073,TIE bomber,2025-04-19 12:00:00,-19.9280265,27.530482
1074,TIE Fighter,2025-04-19 12:00:00,-19.9260085,27.53027
1075,TIE bomber,2025-04-19 12:00:00,-19.9270945,27.528806
1076,TIE bomber,2025-04-19 12:00:00,-19.9259095,27.527898
1077,TIE bomber,2025-04-19 12:00:00,-19.9273775,27.527469
1078,TIE bomber,2025-04-19 12:00:00,-19.9261875,27.526586
1079,Imperial SpaceShuttle,2025-04-19 12:00:00,-19.9228225,27.522274
1080,TIE Fighter,2025-04-19 12:00:00,-19.9163295,27.520917
1081,TIE Fighter,2025-04-19 12:00:00,-19.9156005,27.520853
1082,TIE Fighter,2025-04-19 12:00:00,-19.9209135,27.519853
1083,TIE Fighter,2025-04-19 12:00:00,-19.9178785,27.519296
1084,Imperial SpaceShuttle,2025-04-19 12:00:00,-19.9191885,27.518216
1085,TIE Fighter,2025-04-19 12:00:00,-19.9188585,27.517459
1086,TIE Fighter,2025-04-19 12:00:00,-19.9149065,27.51663
1087,TIE Fighter,2025-04-19 12:00:00,-19.9152745,27.517199
1088,TIE Fighter,2025-04-19 12:00:00,-19.9181395,27.516522
1089,TIE Fighter,2025-04-19 12:00:00,-19.9171375,27.51616
1090,TIE Fighter,2027-04-19 12:00:00,-19.9483365,27.557945
1091,Imperial SpaceShuttle,2027-04-19 12:00:00,-19.9491645,27.555725
1092,TIE Fighter,2027-04-19 12:00:00,-19.9503135,27.552949
1093,TIE Fighter,2027-04-19 12:00:00,-19.9510565,27.552846
1094,TIE Fighter,2027-04-19 12:00:00,-19.9458865,27.552164
1095,TIE Fighter,2027-04-19 12:00:00,-19.9509075,27.551944
1096,TIE Fighter,2027-04-19 12:00:00,-19.9501445,27.552055
1097,TIE Fighter,2027-04-19 12:00:00,-19.9489465,27.551059
1098,Civilian Star Shuttle,2027-04-19 12:00:00,-19.9353525,27.548828
1099,TIE Fighter,2027-04-19 12:00:00,-19.9478125,27.548694
1100,Imperial SpaceShuttle,2027-04-19 12:00:00,-19.9491245,27.547041
1101,Imperial SpaceShuttle,2027-04-19 12:00:00,-19.9456985,27.546886
1102,Imperial SpaceShuttle,2027-04-19 12:00:00,-19.9374225,27.543349
1103,TIE bomber,2027-04-19 12:00:00,-19.9317055,27.534416
1104,Imperial SpaceShuttle,2027-04-19 12:00:00,-19.9332395,27.534324
1105,Imperial SpaceShuttle,2027-04-19 12:00:00,-19.9324865,27.53317
1106,TIE bomber,2027-04-19 12:00:00,-19.9309775,27.532918
1107,Imperial SpaceShuttle,2027-04-19 12:00:00,-19.9284275,27.532808
1108,Imperial SpaceShuttle,2027-04-19 12:00:00,-19.9274255,27.531777
1109,TIE Fighter,2027-04-19 12:00:00,-19.9288765,27.531605
1110,TIE bomber,2027-04-19 12:00:00,-19.9280405,27.530469
1111,TIE Fighter,2027-04-19 12:00:00,-19.9259885,27.53028
1112,TIE bomber,2027-04-19 12:00:00,-19.9271075,27.528796
1113,TIE bomber,2027-04-19 12:00:00,-19.9259305,27.527885
1114,TIE bomber,2027-04-19 12:00:00,-19.9273825,27.527456
1115,TIE bomber,2027-04-19 12:00:00,-19.9261935,27.526587
1116,Imperial SpaceShuttle,2027-04-19 12:00:00,-19.9228025,27.522283
1117,TIE Fighter,2027-04-19 12:00:00,-19.9156045,27.520849
1118,TIE Fighter,2027-04-19 12:00:00,-19.9163395,27.52091
1119,TIE Fighter,2027-04-19 12:00:00,-19.9209045,27.519852
1120,TIE Fighter,2027-04-19 12:00:00,-19.9178705,27.519292
1121,TIE Fighter,2027-04-19 12:00:00,-19.9188655,27.517447
1122,TIE Fighter,2027-04-19 12:00:00,-19.9148915,27.51663
1123,TIE Fighter,2027-04-19 12:00:00,-19.9152645,27.517205
1124,TIE Fighter,2027-04-19 12:00:00,-19.9181465,27.516514
1125,TIE Fighter,2027-04-19 12:00:00,-19.9182785,27.516702
1126,TIE Fighter,2027-04-19 12:00:00,-19.9154625,27.516338
1127,TIE Fighter,2027-04-19 12:00:00,-19.9171345,27.51616
1128,TIE Fighter,2027-04-19 12:00:00,-19.9167905,27.515764
1129,TIE Fighter,2027-04-19 12:00:00,-19.9405905,27.543775
1130,TIE Fighter,2004-05-19 12:00:00,-19.9503085,27.552944
1131,TIE Fighter,2004-05-19 12:00:00,-19.9260095,27.530268
1132,TIE bomber,2004-05-19 12:00:00,-19.9270985,27.528804
1133,TIE Fighter,2004-05-19 12:00:00,-19.9182615,27.516719
1134,TIE Fighter,2004-05-19 12:00:00,-19.9483185,27.55796
1135,Imperial SpaceShuttle,2004-05-19 12:00:00,-19.9491465,27.55574
1136,TIE Fighter,2004-05-19 12:00:00,-19.9510605,27.55284
1137,TIE Fighter,2004-05-19 12:00:00,-19.9458825,27.552165
1138,TIE Fighter,2004-05-19 12:00:00,-19.9501365,27.552063
1139,TIE Fighter,2004-05-19 12:00:00,-19.9509065,27.55195
1140,TIE Fighter,2004-05-19 12:00:00,-19.9489465,27.551057
1141,Imperial SpaceShuttle,2004-05-19 12:00:00,-19.9452715,27.549922
1142,Civilian Star Shuttle,2004-05-19 12:00:00,-19.9353575,27.54882
1143,TIE Fighter,2004-05-19 12:00:00,-19.9478175,27.54869
1144,Imperial SpaceShuttle,2004-05-19 12:00:00,-19.9491095,27.547078
1145,Imperial SpaceShuttle,2004-05-19 12:00:00,-19.9456935,27.546896
1146,Imperial SpaceShuttle,2004-05-19 12:00:00,-19.9373995,27.54338
1147,TIE bomber,2004-05-19 12:00:00,-19.9317005,27.534423
1148,Imperial SpaceShuttle,2004-05-19 12:00:00,-19.9332125,27.534336
1149,Imperial SpaceShuttle,2004-05-19 12:00:00,-19.9324695,27.533179
1150,TIE bomber,2004-05-19 12:00:00,-19.9309625,27.532928
1151,Imperial SpaceShuttle,2004-05-19 12:00:00,-19.9284175,27.532814
1152,Imperial SpaceShuttle,2004-05-19 12:00:00,-19.9274125,27.531787
1153,TIE Fighter,2004-05-19 12:00:00,-19.9288645,27.53162
1154,TIE bomber,2004-05-19 12:00:00,-19.9280255,27.53049
1155,TIE bomber,2004-05-19 12:00:00,-19.9259035,27.527903
1156,TIE bomber,2004-05-19 12:00:00,-19.9273885,27.527467
1157,TIE bomber,2004-05-19 12:00:00,-19.9261905,27.52659
1158,Imperial SpaceShuttle,2004-05-19 12:00:00,-19.9228205,27.522269
1159,TIE Fighter,2004-05-19 12:00:00,-19.9163265,27.520921
1160,TIE Fighter,2004-05-19 12:00:00,-19.9155965,27.520857
1161,TIE Fighter,2004-05-19 12:00:00,-19.9209085,27.519851
1162,TIE Fighter,2004-05-19 12:00:00,-19.9178765,27.519289
1163,Imperial SpaceShuttle,2004-05-19 12:00:00,-19.9191825,27.51824
1164,TIE Fighter,2004-05-19 12:00:00,-19.9188515,27.517463
1165,TIE Fighter,2004-05-19 12:00:00,-19.9152715,27.517199
1166,TIE Fighter,2004-05-19 12:00:00,-19.9149035,27.516626
1167,TIE Fighter,2004-05-19 12:00:00,-19.9181335,27.516532
1168,TIE Fighter,2004-05-19 12:00:00,-19.9154615,27.516337
1169,TIE Fighter,2004-05-19 12:00:00,-19.9171365,27.516161
1170,TIE bomber,2008-05-19 12:00:00,-19.9316955,27.534425
1171,Imperial SpaceShuttle,2008-05-19 12:00:00,-19.9332205,27.534337
1172,TIE Fighter,2008-05-19 12:00:00,-19.9163265,27.520919
1173,TIE Fighter,2008-05-19 12:00:00,-19.9483265,27.557963
1174,Imperial SpaceShuttle,2008-05-19 12:00:00,-19.9491525,27.55574
1175,TIE Fighter,2008-05-19 12:00:00,-19.9503145,27.552944
1176,TIE Fighter,2008-05-19 12:00:00,-19.9510605,27.552839
1177,TIE Fighter,2008-05-19 12:00:00,-19.9458895,27.552167
1178,TIE Fighter,2008-05-19 12:00:00,-19.9501385,27.552064
1179,TIE Fighter,2008-05-19 12:00:00,-19.9509005,27.551949
1180,TIE Fighter,2008-05-19 12:00:00,-19.9489485,27.551056
1181,Imperial SpaceShuttle,2008-05-19 12:00:00,-19.9452805,27.54992
1182,Civilian Star Shuttle,2008-05-19 12:00:00,-19.9353605,27.548826
1183,TIE Fighter,2008-05-19 12:00:00,-19.9478155,27.548689
1184,Imperial SpaceShuttle,2008-05-19 12:00:00,-19.9491155,27.547076
1185,Imperial SpaceShuttle,2008-05-19 12:00:00,-19.9456955,27.546894
1186,Civilian Star Shuttle,2008-05-19 12:00:00,-19.9405525,27.543883
1187,Civilian Star Shuttle,2008-05-19 12:00:00,-19.9405845,27.543812
1188,Imperial SpaceShuttle,2008-05-19 12:00:00,-19.9374145,27.543377
1189,Imperial SpaceShuttle,2008-05-19 12:00:00,-19.9324785,27.533179
1190,TIE bomber,2008-05-19 12:00:00,-19.9309685,27.532922
1191,Imperial SpaceShuttle,2008-05-19 12:00:00,-19.9284195,27.532811
1192,Imperial SpaceShuttle,2008-05-19 12:00:00,-19.9274145,27.531785
1193,TIE Fighter,2008-05-19 12:00:00,-19.9288685,27.53162
1194,TIE bomber,2008-05-19 12:00:00,-19.9280305,27.530486
1195,TIE Fighter,2008-05-19 12:00:00,-19.9260015,27.53027
1196,TIE bomber,2008-05-19 12:00:00,-19.9270975,27.528809
1197,TIE bomber,2008-05-19 12:00:00,-19.9259095,27.5279
1198,TIE bomber,2008-05-19 12:00:00,-19.9273755,27.527468
1199,TIE bomber,2008-05-19 12:00:00,-19.9261855,27.526588
1200,Imperial SpaceShuttle,2008-05-19 12:00:00,-19.9228195,27.522267
1201,TIE Fighter,2008-05-19 12:00:00,-19.9155995,27.520856
1202,TIE Fighter,2008-05-19 12:00:00,-19.9209055,27.519848
1203,TIE Fighter,2008-05-19 12:00:00,-19.9178755,27.519297
1204,Imperial SpaceShuttle,2008-05-19 12:00:00,-19.9191975,27.518236
1205,TIE Fighter,2008-05-19 12:00:00,-19.9188575,27.517465
1206,TIE Fighter,2008-05-19 12:00:00,-19.9152715,27.517199
1207,TIE Fighter,2008-05-19 12:00:00,-19.9149025,27.516627
1208,TIE Fighter,2008-05-19 12:00:00,-19.9182715,27.516719
1209,TIE Fighter,2008-05-19 12:00:00,-19.9181405,27.516531
1210,TIE Fighter,2008-05-19 12:00:00,-19.9154615,27.51634
1211,TIE Fighter,2008-05-19 12:00:00,-19.9171385,27.51616
1212,TIE Fighter,2010-05-19 12:00:00,-19.9489465,27.55106
1213,Civilian Star Shuttle,2010-05-19 12:00:00,-19.9353565,27.548823
1214,TIE Fighter,2010-05-19 12:00:00,-19.9259945,27.530263
1215,TIE Fighter,2010-05-19 12:00:00,-19.9483285,27.557971
1216,Imperial SpaceShuttle,2010-05-19 12:00:00,-19.9491675,27.555753
1217,TIE Fighter,2010-05-19 12:00:00,-19.9503145,27.552947
1218,TIE Fighter,2010-05-19 12:00:00,-19.9510565,27.55284
1219,TIE Fighter,2010-05-19 12:00:00,-19.9458855,27.552172
1220,TIE Fighter,2010-05-19 12:00:00,-19.9501435,27.552069
1221,TIE Fighter,2010-05-19 12:00:00,-19.9509025,27.551951
1222,TIE Fighter,2010-05-19 12:00:00,-19.9478055,27.548684
1223,Imperial SpaceShuttle,2010-05-19 12:00:00,-19.9491195,27.547104
1224,Imperial SpaceShuttle,2010-05-19 12:00:00,-19.9456975,27.546903
1225,Imperial SpaceShuttle,2010-05-19 12:00:00,-19.9374215,27.543396
1226,TIE bomber,2010-05-19 12:00:00,-19.9317055,27.534421
1227,Imperial SpaceShuttle,2010-05-19 12:00:00,-19.9332315,27.534343
1228,Imperial SpaceShuttle,2010-05-19 12:00:00,-19.9324805,27.533178
1229,TIE bomber,2010-05-19 12:00:00,-19.9309695,27.532926
1230,Imperial SpaceShuttle,2010-05-19 12:00:00,-19.9284215,27.532817
1231,Imperial SpaceShuttle,2010-05-19 12:00:00,-19.9274205,27.531793
1232,TIE Fighter,2010-05-19 12:00:00,-19.9288755,27.53163
1233,TIE bomber,2010-05-19 12:00:00,-19.9280515,27.530491
1234,TIE bomber,2010-05-19 12:00:00,-19.9271025,27.528811
1235,TIE bomber,2010-05-19 12:00:00,-19.9259135,27.527914
1236,TIE bomber,2010-05-19 12:00:00,-19.9273845,27.52747
1237,TIE bomber,2010-05-19 12:00:00,-19.9261825,27.52659
1238,Imperial SpaceShuttle,2010-05-19 12:00:00,-19.9228085,27.522258
1239,TIE Fighter,2010-05-19 12:00:00,-19.9163355,27.520934
1240,TIE Fighter,2010-05-19 12:00:00,-19.9156025,27.52086
1241,TIE Fighter,2010-05-19 12:00:00,-19.9209025,27.519844
1242,TIE Fighter,2010-05-19 12:00:00,-19.9178645,27.51929
1243,Imperial SpaceShuttle,2010-05-19 12:00:00,-19.9192225,27.518279
1244,TIE Fighter,2010-05-19 12:00:00,-19.9188595,27.517474
1245,TIE Fighter,2010-05-19 12:00:00,-19.9152665,27.517193
1246,TIE Fighter,2010-05-19 12:00:00,-19.9148965,27.516618
1247,TIE Fighter,2010-05-19 12:00:00,-19.9182765,27.516729
1248,TIE Fighter,2010-05-19 12:00:00,-19.9181475,27.516542
1249,TIE Fighter,2010-05-19 12:00:00,-19.9154585,27.516339
1250,TIE Fighter,2010-05-19 12:00:00,-19.9171415,27.516162
1251,Imperial SpaceShuttle,2003-06-19 12:00:00,-19.9284225,27.532811
1252,Imperial SpaceShuttle,2003-06-19 12:00:00,-19.9274205,27.531781
1253,Civilian Star Shuttle,2003-06-19 12:00:00,-19.9192405,27.518201
1254,TIE Fighter,2003-06-19 12:00:00,-19.9148945,27.516628
1255,TIE Fighter,2003-06-19 12:00:00,-19.9154625,27.516333
1256,TIE Fighter,2003-06-19 12:00:00,-19.9171335,27.516157
1257,TIE Fighter,2003-06-19 12:00:00,-19.9483385,27.557949
1258,Imperial SpaceShuttle,2003-06-19 12:00:00,-19.9491695,27.555728
1259,TIE Fighter,2003-06-19 12:00:00,-19.9503135,27.552948
1260,TIE Fighter,2003-06-19 12:00:00,-19.9510545,27.55284
1261,TIE Fighter,2003-06-19 12:00:00,-19.9458875,27.552162
1262,TIE Fighter,2003-06-19 12:00:00,-19.9501435,27.552063
1263,TIE Fighter,2003-06-19 12:00:00,-19.9509055,27.551946
1264,TIE Fighter,2003-06-19 12:00:00,-19.9489505,27.551056
1265,Imperial SpaceShuttle,2003-06-19 12:00:00,-19.9452995,27.54991
1266,Civilian Star Shuttle,2003-06-19 12:00:00,-19.9353595,27.548824
1267,TIE Fighter,2003-06-19 12:00:00,-19.9478105,27.548691
1268,Imperial SpaceShuttle,2003-06-19 12:00:00,-19.9491285,27.547052
1269,Imperial SpaceShuttle,2003-06-19 12:00:00,-19.9457025,27.546891
1270,Imperial SpaceShuttle,2003-06-19 12:00:00,-19.9374325,27.543359
1271,TIE bomber,2003-06-19 12:00:00,-19.9317085,27.534415
1272,Imperial SpaceShuttle,2003-06-19 12:00:00,-19.9332345,27.534325
1273,Imperial SpaceShuttle,2003-06-19 12:00:00,-19.9324965,27.533169
1274,TIE bomber,2003-06-19 12:00:00,-19.9309765,27.532918
1275,TIE Fighter,2003-06-19 12:00:00,-19.9288775,27.531613
1276,TIE bomber,2003-06-19 12:00:00,-19.9280345,27.530478
1277,TIE Fighter,2003-06-19 12:00:00,-19.9259915,27.530273
1278,TIE bomber,2003-06-19 12:00:00,-19.9271005,27.528797
1279,TIE bomber,2003-06-19 12:00:00,-19.9259175,27.527889
1280,TIE bomber,2003-06-19 12:00:00,-19.9273775,27.52746
1281,TIE bomber,2003-06-19 12:00:00,-19.9261865,27.526586
1282,Imperial SpaceShuttle,2003-06-19 12:00:00,-19.9228105,27.522275
1283,TIE Fighter,2003-06-19 12:00:00,-19.9163385,27.52091
1284,TIE Fighter,2003-06-19 12:00:00,-19.9156075,27.520849
1285,TIE Fighter,2003-06-19 12:00:00,-19.9209025,27.519847
